 0, 461538,0
 2879, 61, 120
 2983, 61, 0
 2999, 58, 119
 3030, 58, 0
 3059, 58, 98
 3108, 58, 0
 3121, 56, 119
 3233, 56, 0
 3239, 54, 120
 3278, 54, 0
 3300, 54, 104
 3343, 54, 0
 3359, 61, 119
 3456, 61, 0
 3481, 58, 119
 3562, 58, 0
 3600, 56, 119
 3649, 56, 0
 3661, 58, 109
 3759, 58, 0
 3779, 56, 113
 3891, 56, 0
 3899, 56, 119
 3948, 56, 0
 3959, 61, 119
 4006, 61, 0
 4019, 61, 115
 4067, 61, 0
 4080, 58, 115
 4115, 58, 0
 4139, 58, 106
 4185, 58, 0
 4200, 56, 119
 4290, 56, 0
 4321, 61, 119
 4368, 61, 0
 4381, 58, 119
 4476, 58, 0
 4501, 56, 118
 4586, 56, 0
 4620, 58, 117
 4711, 58, 0
 4739, 56, 117
 4850, 56, 0
 4859, 56, 109
 4906, 56, 0
 4919, 59, 119
 5026, 59, 0
 5039, 58, 118
 5088, 58, 0
 5099, 54, 118
 5182, 54, 0
 5279, 56, 118
 5322, 56, 0
 5339, 58, 119
 5436, 58, 0
 5461, 58, 115
 5564, 58, 0
 5579, 56, 117
 5629, 56, 0
 5639, 54, 119
 5731, 54, 0
 5759, 56, 119
 5979, 56, 0
 5999, 58, 117
 6201, 58, 0
 6719, 61, 117
 6826, 61, 0
 6839, 58, 118
 6874, 58, 0
 6899, 58, 96
 6950, 58, 0
 6959, 56, 118
 7053, 56, 0
 7081, 54, 118
 7123, 54, 0
 7139, 54, 118
 7185, 54, 0
 7199, 61, 115
 7247, 61, 0
 7259, 61, 115
 7305, 61, 0
 7319, 58, 114
 7412, 58, 0
 7439, 56, 109
 7485, 56, 0
 7501, 58, 106
 7606, 58, 0
 7621, 56, 114
 7724, 56, 0
 7739, 56, 113
 7786, 56, 0
 7799, 61, 119
 7831, 61, 0
 7859, 61, 101
 7905, 61, 0
 7919, 58, 117
 7955, 58, 0
 7979, 58, 117
 8026, 58, 0
 8039, 56, 115
 8081, 56, 0
 8099, 56, 115
 8146, 56, 0
 8159, 61, 118
 8192, 61, 0
