 0, 731707,0
 0, 60, 80
 0, 64, 80
 0, 41, 80
 455, 60, 0
 455, 64, 0
 455, 41, 0
 480, 60, 80
 480, 64, 80
 821, 60, 0
 821, 64, 0
 840, 60, 80
 840, 64, 80
 1181, 60, 0
 1181, 64, 0
 1200, 60, 80
 1200, 64, 80
 1883, 60, 0
 1883, 64, 0
 1920, 60, 80
 1920, 64, 80
 1920, 41, 80
 2375, 60, 0
 2375, 64, 0
 2375, 41, 0
 2400, 60, 80
 2400, 64, 80
 2741, 60, 0
 2741, 64, 0
 2760, 60, 80
 2760, 64, 80
 3101, 60, 0
 3101, 64, 0
 3120, 60, 80
 3120, 64, 80
 3347, 60, 0
 3347, 64, 0
 3480, 76, 80
 3580, 76, 0
 3600, 77, 80
 3700, 77, 0
 3720, 81, 80
 3820, 81, 0
 3840, 84, 80
 3840, 41, 80
 4295, 84, 0
 4295, 41, 0
 4320, 60, 80
 4320, 64, 80
 4661, 60, 0
 4661, 64, 0
 4680, 60, 80
 4680, 64, 80
 5021, 60, 0
 5021, 64, 0
 5040, 60, 80
 5040, 64, 80
 5400, 84, 80
 5500, 84, 0
 5520, 81, 80
 5620, 81, 0
 5640, 77, 80
 5723, 60, 0
 5723, 64, 0
 5740, 77, 0
 5760, 76, 80
 5760, 41, 80
 6215, 76, 0
 6215, 41, 0
 6240, 60, 80
 6240, 64, 80
 6581, 60, 0
 6581, 64, 0
 6600, 60, 80
 6600, 64, 80
 6941, 60, 0
 6941, 64, 0
 6960, 60, 80
 6960, 64, 80
 7643, 60, 0
 7643, 64, 0
 7681, 41, 80
 8136, 41, 0
 8161, 60, 80
 8161, 64, 80
 8502, 60, 0
 8502, 64, 0
 8521, 60, 80
 8521, 64, 80
 8862, 60, 0
 8862, 64, 0
 8881, 60, 80
 8881, 64, 80
 9120, 93, 80
 9564, 60, 0
 9564, 64, 0
 9600, 41, 80
 9600, 52, 80
 9803, 93, 0
 9840, 88, 80
 10055, 41, 0
 10055, 52, 0
 10080, 60, 80
 10080, 64, 80
 10421, 60, 0
 10421, 64, 0
 10440, 57, 80
 10440, 60, 80
 10781, 57, 0
 10781, 60, 0
 10800, 53, 80
 10800, 57, 80
 11255, 53, 0
 11255, 57, 0
 11280, 41, 80
 11507, 41, 0
 11520, 41, 80
 11520, 52, 80
 11975, 41, 0
 11975, 52, 0
 12000, 53, 80
 12000, 57, 80
 12341, 53, 0
 12341, 57, 0
 12360, 60, 80
 12360, 64, 80
 12701, 60, 0
 12701, 64, 0
 12720, 52, 80
 12803, 88, 0
 12960, 98, 80
 13175, 52, 0
 13200, 53, 80
 13301, 98, 0
 13320, 96, 80
 13427, 53, 0
 13440, 41, 80
 13446, 52, 80
 13661, 96, 0
 13680, 93, 78
 13895, 41, 0
 13901, 52, 0
 13920, 60, 76
 13920, 64, 76
 14261, 60, 0
 14261, 64, 0
 14280, 57, 73
 14280, 60, 73
 14621, 57, 0
 14621, 60, 0
 14640, 53, 70
 14640, 57, 70
 15095, 53, 0
 15095, 57, 0
 15120, 41, 66
 15275, 93, 0
 15347, 41, 0
 15360, 41, 64
 15360, 52, 64
 15415, 91, 64
 15478, 91, 0
 15815, 41, 0
 15815, 52, 0
 15840, 53, 64
 15840, 57, 64
 16181, 53, 0
 16181, 57, 0
 16200, 57, 64
 16200, 60, 64
 16200, 64, 64
 16541, 57, 0
 16541, 60, 0
 16541, 64, 0
 16560, 52, 64
 16560, 57, 64
 16785, 52, 0
 16800, 88, 64
 16800, 93, 64
 17015, 57, 0
 17040, 53, 64
 17267, 53, 0
 17280, 41, 64
 17280, 52, 64
 17483, 88, 0
 17483, 93, 0
 17520, 88, 64
 17735, 41, 0
 17735, 52, 0
 17760, 60, 64
 17760, 64, 64
 18101, 60, 0
 18101, 64, 0
 18120, 57, 64
 18120, 60, 64
 18431, 88, 0
 18461, 57, 0
 18461, 60, 0
 18480, 53, 64
 18480, 57, 64
 18720, 81, 64
 18935, 53, 0
 18935, 57, 0
 18947, 81, 0
 18960, 84, 64
 18960, 41, 64
 19073, 84, 0
 19080, 88, 64
 19187, 41, 0
 19200, 41, 64
 19200, 52, 64
 19421, 88, 0
 19440, 86, 64
 19553, 86, 0
 19560, 86, 64
 19655, 41, 0
 19655, 52, 0
 19680, 53, 64
 19680, 57, 64
 19901, 86, 0
 19920, 84, 64
 20021, 53, 0
 20021, 57, 0
 20033, 84, 0
 20040, 88, 64
 20040, 60, 64
 20040, 64, 64
 20381, 88, 0
 20381, 60, 0
 20381, 64, 0
 20400, 86, 64
 20400, 52, 64
 20400, 57, 64
 20513, 86, 0
 20520, 86, 64
 20855, 52, 0
 20855, 57, 0
 20861, 86, 0
 20880, 81, 64
 20880, 86, 64
 20880, 53, 64
