 0, 431654,0
 14880, 61, 64
 14993, 61, 0
 15000, 63, 64
 15113, 63, 0
 15120, 65, 64
 15347, 65, 0
 15360, 63, 64
 15815, 63, 0
 15840, 58, 64
 16523, 58, 0
 16560, 58, 64
 16787, 58, 0
 16800, 61, 64
 16913, 61, 0
 16920, 63, 64
 17033, 63, 0
 17040, 65, 64
 17267, 65, 0
 17280, 63, 64
 18647, 63, 0
 18720, 61, 64
 18833, 61, 0
 18840, 63, 64
 18953, 63, 0
 18960, 65, 64
 19187, 65, 0
 19200, 63, 64
 19655, 63, 0
 19680, 58, 64
 20363, 58, 0
 20400, 58, 64
 20627, 58, 0
 20640, 61, 64
 20753, 61, 0
 20760, 63, 64
 20873, 63, 0
 20880, 65, 64
 21107, 65, 0
 21120, 63, 64
 22487, 63, 0
 22560, 65, 64
 22673, 65, 0
 22680, 63, 64
 22793, 63, 0
 22800, 61, 64
 23027, 61, 0
 23040, 63, 64
 23495, 63, 0
 23520, 58, 64
 24203, 58, 0
 24240, 58, 64
 24467, 58, 0
 24480, 61, 64
 24593, 61, 0
 24600, 63, 64
 24713, 63, 0
 24720, 65, 64
 24947, 65, 0
 24960, 63, 64
 26327, 63, 0
 26400, 63, 64
 26513, 63, 0
 26520, 63, 64
 26633, 63, 0
 26640, 65, 64
 26867, 65, 0
 26880, 63, 64
 27335, 63, 0
 27360, 58, 64
 28043, 58, 0
 28080, 58, 64
 28307, 58, 0
 28320, 61, 64
 28433, 61, 0
 28440, 63, 64
 28553, 63, 0
 28560, 65, 64
 28787, 65, 0
 28800, 63, 64
 29026, 63, 0
 29034, 61, 64
 29117, 61, 0
 29129, 58, 100
 29741, 58, 0
 30000, 65, 64
 30227, 65, 0
 30240, 63, 64
 30467, 63, 0
 30480, 61, 64
 30707, 61, 0
 30720, 63, 64
 31061, 63, 0
 31080, 63, 64
 31193, 63, 0
 31200, 63, 64
 31427, 63, 0
 31440, 63, 64
 31667, 63, 0
 31680, 65, 64
 32591, 65, 0
 32640, 63, 64
 33095, 63, 0
 33120, 63, 64
 33347, 63, 0
 33360, 63, 64
 33587, 63, 0
 33600, 65, 64
 34055, 65, 0
 34080, 61, 64
 34535, 61, 0
 34560, 63, 64
 34901, 63, 0
 34920, 63, 64
 35033, 63, 0
 35040, 63, 64
 35267, 63, 0
 35280, 63, 64
 35507, 63, 0
 35520, 65, 64
 36431, 65, 0
 36480, 63, 64
 36707, 63, 0
 36720, 63, 64
 36947, 63, 0
 36960, 63, 64
 37187, 63, 0
 37200, 63, 64
 37427, 63, 0
 37440, 65, 64
 37895, 65, 0
 37920, 58, 64
 38375, 58, 0
 38400, 63, 64
 38855, 63, 0
 38880, 63, 64
 39107, 63, 0
 39120, 63, 64
 39347, 63, 0
 39360, 65, 64
 40271, 65, 0
 40320, 63, 64
 40547, 63, 0
 40560, 63, 64
 40787, 63, 0
 40800, 63, 64
 41027, 63, 0
 41040, 63, 64
 41267, 63, 0
 41280, 65, 64
 41507, 65, 0
 41520, 63, 64
 41747, 63, 0
 41760, 63, 64
 43127, 63, 0
 43200, 63, 64
 43427, 63, 0
 43440, 61, 64
 43667, 61, 0
 43680, 61, 64
 44520, 61, 0
 45358, 73, 59
 45593, 73, 0
 45600, 77, 64
 45827, 77, 0
 45840, 80, 64
