0,431654,0,0,
14880,61,64,113,
15000,63,64,113,
15120,65,64,227,
15360,63,64,455,
15840,58,64,683,
16560,58,64,227,
16800,61,64,113,
16920,63,64,113,
17040,65,64,227,
17280,63,64,1367,
18720,61,64,113,
18840,63,64,113,
18960,65,64,227,
19200,63,64,455,
19680,58,64,683,
20400,58,64,227,
20640,61,64,113,
20760,63,64,113,
20880,65,64,227,
21120,63,64,1367,
22560,65,64,113,
22680,63,64,113,
22800,61,64,227,
23040,63,64,455,
23520,58,64,683,
24240,58,64,227,
24480,61,64,113,
24600,63,64,113,
24720,65,64,227,
24960,63,64,1367,
26400,63,64,113,
26520,63,64,113,
26640,65,64,227,
26880,63,64,455,
27360,58,64,683,
28080,58,64,227,
28320,61,64,113,
28440,63,64,113,
28560,65,64,227,
28800,63,64,226,
29034,61,64,83,
29129,58,100,612,
30000,65,64,227,
30240,63,64,227,
30480,61,64,227,
30720,63,64,341,
31080,63,64,113,
31200,63,64,227,
31440,63,64,227,
31680,65,64,911,
32640,63,64,455,
33120,63,64,227,
33360,63,64,227,
33600,65,64,455,
34080,61,64,455,
34560,63,64,341,
34920,63,64,113,
35040,63,64,227,
35280,63,64,227,
35520,65,64,911,
36480,63,64,227,
36720,63,64,227,
36960,63,64,227,
37200,63,64,227,
37440,65,64,455,
37920,58,64,455,
38400,63,64,455,
38880,63,64,227,
39120,63,64,227,
39360,65,64,911,
40320,63,64,227,
40560,63,64,227,
40800,63,64,227,
41040,63,64,227,
41280,65,64,227,
41520,63,64,227,
41760,63,64,1367,
43200,63,64,227,
43440,61,64,227,
43680,61,64,840,
45358,73,59,235,
45600,77,64,227,
45840,80,64,227,
46080,82,64,683,
46800,80,64,227,
47040,82,64,227,
47280,85,64,227,
47520,77,64,1367,
48960,78,64,227,
49200,77,64,227,
49440,75,64,227,
49680,73,64,227,
49920,75,64,683,
50640,73,64,227,
50880,75,64,227,
51120,77,64,227,
51360,70,64,1823,
53280,77,64,227,
53520,80,64,227,
53760,82,64,683,
54480,80,64,227,
54720,82,64,227,
54960,85,64,227,
55200,77,64,1414,
56640,78,64,227,
56880,77,64,227,
57120,75,64,227,
57360,73,64,227,
57600,75,64,683,
58320,73,64,227,
58560,75,64,227,
58800,77,64,227,
59040,70,64,683,
59760,77,64,227,
60000,77,64,227,
60240,77,64,227,
60480,77,64,227,
60720,75,64,227,
60960,73,64,227,
61200,75,64,227,
61440,75,64,455,
61920,70,64,455,
62400,75,64,455,
62880,70,64,683,
63600,77,64,227,
63840,77,64,227,
64080,77,64,227,
64320,77,64,227,
64560,75,64,227,
64800,73,64,227,
65040,75,64,227,
65280,75,64,1367,
66720,73,64,683,
67440,77,64,227,
67680,77,64,227,
67920,77,64,227,
68160,77,64,227,
68400,75,64,227,
68640,73,64,227,
68880,75,64,227,
69116,75,64,455,
69596,70,64,455,
70076,75,64,455,
70556,70,64,683,
71280,77,66,227,
71520,77,68,227,
71760,77,70,227,
72000,77,72,227,
72240,75,74,227,
72480,73,76,227,
72720,75,78,227,
72960,75,80,1367,
74400,73,80,683,
75120,77,80,227,
75360,77,80,227,
75600,77,80,227,
75840,77,80,227,
76080,75,80,227,
76320,73,80,227,
76560,75,80,227,
76802,75,64,455,
77282,70,64,455,
77762,75,64,455,
78242,70,64,683,
83036,77,80,228,
83276,77,80,227,
83516,77,80,227,
83756,77,80,227,
83997,75,80,226,
84237,73,80,227,
84476,75,80,228,
84718,75,64,455,
85199,70,64,455,
85678,75,64,455,
86158,70,64,683,
103680,75,64,455,
104160,70,64,455,
104639,75,64,455,
105120,70,64,683,
106531,73,64,227,
106779,73,64,227,
107019,75,64,227,
107260,73,64,112,
107380,75,64,227,
107619,73,64,113,
107739,77,64,227,
108000,70,64,455,
108480,70,64,227,
108720,73,64,227,
108960,75,64,227,
109200,73,64,113,
109320,75,64,227,
109560,73,64,113,
109680,77,64,227,
109920,70,64,455,
110400,70,64,227,
110640,73,64,227,
110880,75,64,227,
111120,73,64,113,
111240,75,64,227,
111480,73,64,113,
111600,75,64,227,
111840,73,64,113,
111960,75,64,227,
112200,77,64,341,
112560,73,64,227,
112800,75,64,227,
113040,73,64,113,
113160,75,64,227,
113400,73,64,113,
113511,77,64,227,
113752,70,64,454,
116641,75,64,227,
116881,73,64,113,
117001,75,64,227,
117241,73,64,113,
117352,77,64,227,
117593,70,64,454,
118329,73,64,226,
118569,75,64,227,
118808,73,64,113,
118928,75,64,227,
119168,73,64,114,
119288,75,64,227,
119541,82,64,218,
119773,75,64,227,
120008,75,64,227,
120242,75,64,227,
120494,75,64,226,
120734,73,64,113,
120854,75,64,227,
121094,73,64,112,
121205,77,64,227,
121445,70,64,455,
121917,73,100,220,
122153,70,100,228,
122400,77,100,948,
123611,65,64,217,
123835,68,100,220,
124082,65,64,113,
124200,65,64,113,
124326,65,100,459,
125522,65,64,217,
125764,68,100,221,
126011,65,64,114,
126129,65,64,114,
126256,65,100,458,
126735,68,100,222,
126982,65,64,115,
127100,65,64,115,
127228,65,100,457,
127695,68,100,221,
127942,65,64,114,
128060,65,64,114,
128188,65,100,457,
129360,70,100,229,
129611,73,100,220,
129847,70,100,228,
130095,77,100,947,
131311,65,64,217,
131535,68,100,220,
131782,65,64,113,
131899,65,64,114,
132026,65,100,458,
133212,65,64,216,
133454,68,100,220,
133701,65,64,113,
133819,65,64,113,
133945,65,100,459,
134425,68,100,222,
134672,65,64,114,
134789,65,64,115,
134917,65,100,457,
135384,68,100,222,
135631,65,64,115,
135749,65,64,115,
135877,65,100,458,
137031,73,64,227,
137280,77,64,227,
137520,80,64,227,
137760,82,64,683,
138480,80,64,227,
138720,82,64,227,
138960,85,64,227,
139200,77,64,1367,
140640,77,64,71,
140712,78,64,157,
140880,77,64,227,
141120,75,64,227,
141360,73,64,227,
141600,75,64,683,
142320,73,64,227,
142560,75,64,227,
142800,77,64,227,
143040,70,64,1865,
144960,77,64,227,
145200,80,64,227,
145440,82,64,683,
146160,80,64,227,
146400,82,64,227,
146640,85,64,227,
146880,77,64,1367,
148320,78,64,227,
148560,77,64,227,
148800,75,64,227,
149040,73,64,227,
149280,75,64,683,
150000,73,64,227,
150240,75,64,227,
150480,77,64,227,
150720,70,64,683,
151440,77,64,227,
151680,77,64,227,
151920,77,64,227,
152160,77,64,227,
152400,75,64,227,
152640,73,64,227,
152880,75,64,227,
153120,75,64,455,
153600,70,64,455,
154080,75,64,455,
154560,70,64,683,
155280,77,64,227,
155520,77,64,227,
155760,77,64,227,
156000,77,64,227,
156240,75,64,227,
156480,73,64,227,
156720,75,64,227,
156960,75,64,1367,
158400,73,64,683,
159119,77,64,227,
159359,77,64,227,
159599,77,64,227,
159839,77,64,227,
160079,75,64,226,
160319,73,64,227,
160559,75,64,227,
160799,75,64,455,
161278,70,64,456,
161759,75,64,455,
162239,70,64,683,
162959,77,64,227,
163199,77,64,227,
163439,77,64,227,
163679,77,64,227,
163919,75,64,227,
164159,73,64,227,
164399,75,64,227,
164639,75,64,1367,
166079,73,64,683,
166798,77,64,228,
167039,77,64,226,
167279,77,64,227,
167519,77,64,227,
167759,75,64,227,
167999,73,64,227,
168238,75,64,228,
168481,75,64,455,
168960,70,64,456,
169441,75,64,455,
169921,70,64,683,
174473,77,80,228,
174715,77,80,225,
174954,77,80,228,
175194,77,80,227,
175434,75,80,227,
175674,73,80,227,
175913,75,80,228,
176156,75,64,456,
176636,70,64,455,
177116,75,64,454,
177596,70,64,684,
