{0,461538,0},
{929,58,42},
{943,59,39},
{959,61,47},
{1021,61,40},
{1081,61,57},
{1141,58,55},
{1202,61,69},
{1262,66,74},
{1317,58,53},
{1381,59,113},
{1441,66,128},
{1501,58,55},
{1559,59,55},
{1619,58,57},
{1619,66,257},
{1681,59,57},
{1741,58,56},
{1801,56,53},
{1859,54,54},
{1895,58,31},
{1910,59,32},
{1921,61,48},
{1980,61,36},
{2040,61,67},
{2101,58,59},
{2161,61,64},
{2221,66,68},
{2281,58,53},
{2341,59,128},
{2399,66,152},
{2461,58,57},
{2521,59,64},
{2579,66,262},
{2581,58,55},
{2641,59,61},
{2699,58,66},
{2761,56,43},
{2819,54,55},
{2879,61,104},
{2881,54,204},
{2999,58,31},
{2999,61,129},
{3059,58,49},
{3121,56,112},
{3121,54,157},
{3239,54,101},
{3300,54,43},
{3359,61,97},
{3361,54,217},
{3481,58,81},
{3481,61,129},
{3600,56,49},
{3601,54,228},
{3661,58,98},
{3661,61,174},
{3779,56,112},
{3841,53,214},
{3899,56,49},
{3959,61,47},
{4019,61,48},
{4080,58,35},
{4081,53,214},
{4139,58,46},
{4141,61,94},
{4200,56,90},
{4321,61,47},
{4321,53,182},
{4381,58,95},
{4441,61,114},
{4501,56,85},
{4561,53,83},
{4620,58,91},
{4621,61,63},
{4681,53,114},
{4739,56,110},
{4741,61,57},
{4859,56,47},
{4861,59,30},
{4919,59,107},
{4981,56,46},
{5039,58,49},
{5041,59,37},
{5099,54,83},
{5101,59,63},
{5161,56,64},
{5221,59,58},
{5279,56,43},
{5281,56,66},
{5339,58,97},
{5341,59,25},
{5401,59,59},
{5461,56,48},
{5461,58,103},
{5521,59,37},
{5579,56,50},
{5581,59,62},
{5639,54,92},
{5641,56,64},
{5699,59,49},
{5759,56,220},
{5881,59,122},
{5999,58,202},
{6001,70,230},
{6061,59,67},
{6180,59,52},
{6241,59,30},
{6241,68,225},
{6300,59,32},
{6361,59,27},
{6421,59,31},
{6481,59,30},
{6481,68,234},
{6541,59,28},
{6601,59,28},
{6601,37,54},
{6659,39,60},
{6661,59,33},
{6719,66,37},
{6719,61,107},
{6719,42,229},
{6721,66,117},
{6839,58,35},
{6841,70,114},
{6899,58,51},
{6959,56,94},
{6961,68,55},
{6961,42,228},
{7021,70,55},
{7081,54,42},
{7081,68,55},
{7139,54,46},
{7139,70,56},
{7199,61,48},
{7200,66,31},
{7201,66,32},
{7201,42,226},
{7259,61,46},
{7259,66,55},
{7319,58,93},
{7321,70,113},
{7439,56,46},
{7441,68,55},
{7441,42,100},
{7499,70,55},
{7501,58,105},
{7559,68,56},
{7561,42,54},
{7619,70,55},
{7621,44,55},
{7621,56,103},
{7681,66,47},
{7681,37,225},
{7739,56,47},
{7741,66,43},
{7799,61,32},
{7801,70,102},
{7859,61,46},
{7919,58,36},
{7919,68,54},
{7921,37,226},
{7979,58,47},
{7979,70,55},
{8039,56,42},
{8041,68,55},
{8099,56,47},
{8101,70,55},
{8159,61,33},
{8161,66,41},
{8161,37,228},
{8219,61,41},
{8221,66,55},
{8279,58,107},
{8281,70,115},
{8399,56,55},
{8400,37,104},
{8401,68,55},
{8459,58,110},
{8461,70,55},
{8519,37,56},
{8521,68,55},
{8579,34,57},
{8579,56,96},
{8581,70,55},
{8641,68,105},
{8641,32,223},
{8699,54,42},
{8759,59,105},
{8761,70,113},
{8879,58,55},
{8879,32,226},
{8881,68,57},
{8939,54,104},
{8941,70,55},
{9001,68,55},
{9061,70,46},
{9119,56,55},
{9121,68,105},
{9121,32,219},
{9181,58,93},
{9241,70,101},
{9301,58,99},
{9361,68,55},
{9361,32,109},
{9419,56,54},
{9421,70,55},
{9479,54,93},
{9481,68,55},
{9481,30,56},
{9541,70,52},
{9541,32,56},
{9599,56,225},
{9601,66,110},
{9601,35,219},
{9720,70,110},
{9839,35,226},
{9839,58,268},
{9841,66,55},
{9901,70,55},
{9961,66,55},
{10020,70,54},
{10079,66,125},
{10081,35,223},
{10201,70,113},
{10319,66,55},
{10321,35,51},
{10379,70,55},
{10381,37,55},
{10439,66,55},
{10441,35,49},
{10499,70,46},
{10499,37,53},
{10499,61,55},
{10548,51,369},
{10559,63,109},
{10561,32,338},
{10679,66,102},
{10799,68,100},
{10919,42,55},
{10919,66,91},
{10979,44,56},
{11039,63,103},
{11040,47,347},
{11046,54,434},
{11159,66,101},
{11279,68,102},
{11399,47,55},
{11399,66,91},
{11459,44,58},
{11513,54,455},
{11520,42,349},
{11521,63,103},
{11639,66,100},
{11759,66,50},
{11819,68,43},
{11881,42,55},
{11881,66,96},
{11941,44,54},
{11999,68,96},
{12000,53,439},
{12001,37,350},
{12119,68,54},
{12179,70,53},
{12239,68,102},
{12359,37,53},
{12359,66,107},
{12419,34,58},
{12479,63,49},
{12479,32,350},
{12483,51,349},
{12539,66,25},
{12571,66,25},
{12599,66,51},
{12659,63,53},
{12719,68,85},
{12839,61,51},
{12839,30,55},
{12899,61,52},
{12899,32,55},
{12954,51,469},
{12959,63,53},
{12961,35,477},
{13019,66,50},
{13079,63,55},
{13139,66,95},
{13261,63,43},
{13319,66,44},
{13381,63,40},
{13439,37,831},
{13445,56,853},
{13499,70,50},
{13559,68,44},
{13619,68,90},
{13739,66,32},
{13799,66,44},
{13859,70,51},
{13919,68,39},
{13979,66,31},
{14039,66,83},
{14159,68,51},
{14219,66,46},
{14279,66,51},
{14281,37,113},
{14339,68,50},
{14400,66,55},
{14401,70,99},
{14401,49,946},
{14460,65,55},
{14519,68,53},
{14520,61,55},
{14578,54,97},
{14580,70,154},
{14759,68,48},
{14760,66,113},
{14821,70,105},
